Date,District,Pulse,Price_per_kg
2025-08-01,Parvathipuram Manyam,Cowpea,136.77
2025-08-01,Parvathipuram Manyam,Cluster Bean,148.72
2025-08-01,Parvathipuram Manyam,Rice Bean,127.36
2025-08-01,Parvathipuram Manyam,Winged Bean,173.16
2025-08-01,Parvathipuram Manyam,Hyacinth Bean,148.73
2025-08-01,Eluru,Toor Dal,145.09
2025-08-01,Eluru,Moong Dal,138.64
2025-08-01,Eluru,Urad Dal,151.74
2025-08-01,Eluru,Chana Dal,101.18
2025-08-01,Eluru,Masoor Dal,101.62
2025-08-01,Eluru,Horse Gram,105.03
2025-08-01,Eluru,Rajma,167.75
2025-08-01,Eluru,Lobia,130.53
2025-08-01,Eluru,Field Pea,107.43
2025-08-01,Eluru,Moth Bean,136.8
2025-08-01,Eluru,Cowpea,122.52
2025-08-01,Eluru,Cluster Bean,139.81
2025-08-01,Eluru,Rice Bean,136.94
2025-08-01,Eluru,Winged Bean,153.34
2025-08-01,Eluru,Hyacinth Bean,145.19
2025-08-01,Palnadu,Toor Dal,125.63
2025-08-01,Palnadu,Moong Dal,130.03
2025-08-01,Palnadu,Urad Dal,107.59
2025-08-01,Palnadu,Chana Dal,94.28
2025-08-01,Palnadu,Masoor Dal,86.6
2025-08-01,Palnadu,Horse Gram,93.46
2025-08-01,Palnadu,Rajma,148.53
2025-08-01,Palnadu,Lobia,116.45
2025-08-01,Palnadu,Field Pea,82.91
2025-08-01,Palnadu,Moth Bean,119.41
2025-08-01,Palnadu,Cowpea,112.07
2025-08-01,Palnadu,Cluster Bean,121.43
2025-08-01,Palnadu,Rice Bean,118.83
2025-08-01,Palnadu,Winged Bean,121.12
2025-08-01,Palnadu,Hyacinth Bean,121.84
2025-08-01,Tirupati,Toor Dal,144.97
2025-08-01,Tirupati,Moong Dal,142.42
2025-08-01,Tirupati,Urad Dal,118.14
2025-08-01,Tirupati,Chana Dal,118.13
2025-08-01,Tirupati,Masoor Dal,96.54
2025-08-01,Tirupati,Horse Gram,101.89
2025-08-01,Tirupati,Rajma,147.45
2025-08-01,Tirupati,Lobia,107.24
2025-08-01,Tirupati,Field Pea,87.89
2025-08-01,Tirupati,Moth Bean,128.4
2025-08-01,Tirupati,Cowpea,108.41
2025-08-01,Tirupati,Cluster Bean,131.18
2025-08-01,Tirupati,Rice Bean,108.54
2025-08-01,Tirupati,Winged Bean,131.81
2025-08-01,Tirupati,Hyacinth Bean,112.1
2025-08-01,NTR,Toor Dal,142.92
2025-08-01,NTR,Moong Dal,130.92
2025-08-01,NTR,Urad Dal,120.87
2025-08-01,NTR,Chana Dal,93.96
2025-08-01,NTR,Masoor Dal,97.02
2025-08-01,NTR,Horse Gram,83.87
2025-08-01,NTR,Rajma,132.51
2025-08-01,NTR,Lobia,108.5
2025-08-01,NTR,Field Pea,102.23
2025-08-01,NTR,Moth Bean,130.93
2025-08-01,NTR,Cowpea,104.59
2025-08-01,NTR,Cluster Bean,123.32
2025-08-01,NTR,Rice Bean,123.17
2025-08-01,NTR,Winged Bean,125.89
2025-08-01,NTR,Hyacinth Bean,119.26
2025-08-01,Konaseema,Toor Dal,138.16
2025-08-01,Konaseema,Moong Dal,129.95
2025-08-01,Konaseema,Urad Dal,147.17
2025-08-01,Konaseema,Chana Dal,111.08
2025-08-01,Konaseema,Masoor Dal,106.21
2025-08-01,Konaseema,Horse Gram,106.55
2025-08-01,Konaseema,Rajma,156.33
2025-08-01,Konaseema,Lobia,108.21
2025-08-01,Konaseema,Field Pea,108.9
2025-08-01,Konaseema,Moth Bean,124.87
2025-08-01,Konaseema,Cowpea,127.44
2025-08-01,Konaseema,Cluster Bean,138.81
2025-08-01,Konaseema,Rice Bean,134.79
2025-08-01,Konaseema,Winged Bean,159.03
2025-08-01,Konaseema,Hyacinth Bean,115.1
2025-08-01,Kakinada,Toor Dal,132.57
2025-08-01,Kakinada,Moong Dal,140.06
2025-08-01,Kakinada,Urad Dal,133.63
2025-08-01,Kakinada,Chana Dal,107.72
2025-08-01,Kakinada,Masoor Dal,95.87
2025-08-01,Kakinada,Horse Gram,98.03
2025-08-01,Kakinada,Rajma,149.09
2025-08-01,Kakinada,Lobia,120.63
2025-08-01,Kakinada,Field Pea,103.44
2025-08-01,Kakinada,Moth Bean,135.94
2025-08-01,Kakinada,Cowpea,104.52
2025-08-01,Kakinada,Cluster Bean,136.27
2025-08-01,Kakinada,Rice Bean,130.56
2025-08-01,Kakinada,Winged Bean,134.46
2025-08-01,Kakinada,Hyacinth Bean,127.42
2025-08-01,Alluri Sitharama Raju,Toor Dal,130.06
2025-08-01,Alluri Sitharama Raju,Moong Dal,145.4
2025-08-01,Alluri Sitharama Raju,Urad Dal,122.59
2025-08-01,Alluri Sitharama Raju,Chana Dal,94.02
2025-08-01,Alluri Sitharama Raju,Masoor Dal,88.8
2025-08-01,Alluri Sitharama Raju,Horse Gram,79.07
2025-08-01,Alluri Sitharama Raju,Rajma,142.76
2025-08-01,Alluri Sitharama Raju,Lobia,112.9
2025-08-01,Alluri Sitharama Raju,Field Pea,88.5
2025-08-01,Alluri Sitharama Raju,Moth Bean,107.57
2025-08-01,Alluri Sitharama Raju,Cowpea,102.54
2025-08-01,Alluri Sitharama Raju,Cluster Bean,135.4
2025-08-01,Alluri Sitharama Raju,Rice Bean,113.82
2025-08-01,Alluri Sitharama Raju,Winged Bean,133.94
2025-08-01,Alluri Sitharama Raju,Hyacinth Bean,131.08
2025-08-01,Sri Sathya Sai,Toor Dal,132.14
2025-08-01,Sri Sathya Sai,Moong Dal,142.72
2025-08-01,Sri Sathya Sai,Urad Dal,129.5
2025-08-01,Sri Sathya Sai,Chana Dal,100.3
2025-08-01,Sri Sathya Sai,Masoor Dal,115.22
2025-08-01,Sri Sathya Sai,Horse Gram,88.41
2025-08-01,Sri Sathya Sai,Rajma,143.14
2025-08-01,Sri Sathya Sai,Lobia,104.71
2025-08-01,Sri Sathya Sai,Field Pea,89.23
2025-08-01,Sri Sathya Sai,Moth Bean,131.03
2025-08-01,Sri Sathya Sai,Cowpea,104.83
2025-08-01,Sri Sathya Sai,Cluster Bean,129.35
2025-08-01,Sri Sathya Sai,Rice Bean,113.92
2025-08-01,Sri Sathya Sai,Winged Bean,132.89
2025-08-01,Sri Sathya Sai,Hyacinth Bean,114.86
2025-08-01,Annamayya,Toor Dal,137.66
2025-08-01,Annamayya,Moong Dal,120.97
2025-08-01,Annamayya,Urad Dal,120.47
2025-08-01,Annamayya,Chana Dal,97.6
2025-08-01,Annamayya,Masoor Dal,103.38
2025-08-01,Annamayya,Horse Gram,92.6
2025-08-01,Annamayya,Rajma,151.34
2025-08-01,Annamayya,Lobia,110.36
2025-08-01,Annamayya,Field Pea,86.8
2025-08-01,Annamayya,Moth Bean,127.99
2025-08-01,Annamayya,Cowpea,106.68
2025-08-01,Annamayya,Cluster Bean,124.59
2025-08-01,Annamayya,Rice Bean,119.87
2025-08-01,Annamayya,Winged Bean,129.82
2025-08-01,Annamayya,Hyacinth Bean,132.78
2025-09-01,Anantapur,Toor Dal,138.81
2025-09-01,Anantapur,Moong Dal,122.38
2025-09-01,Anantapur,Urad Dal,133.94
2025-09-01,Anantapur,Chana Dal,112.21
2025-09-01,Anantapur,Masoor Dal,102.74
2025-09-01,Anantapur,Horse Gram,93.48
2025-09-01,Anantapur,Rajma,151.87
2025-09-01,Anantapur,Lobia,125.89
2025-09-01,Anantapur,Field Pea,90.62
2025-09-01,Anantapur,Moth Bean,130.82
2025-09-01,Anantapur,Cowpea,123.19
2025-09-01,Anantapur,Cluster Bean,115.14
2025-09-01,Anantapur,Rice Bean,104.97
2025-09-01,Anantapur,Winged Bean,144.83
2025-09-01,Anantapur,Hyacinth Bean,110.65
2025-09-01,Chittoor,Toor Dal,121.68
2025-09-01,Chittoor,Moong Dal,123.9
2025-09-01,Chittoor,Urad Dal,114.63
2025-09-01,Chittoor,Chana Dal,96.63
2025-09-01,Chittoor,Masoor Dal,95.88
2025-09-01,Chittoor,Horse Gram,94.74
2025-09-01,Chittoor,Rajma,152.28
2025-09-01,Chittoor,Lobia,110.76
2025-09-01,Chittoor,Field Pea,86.59
2025-09-01,Chittoor,Moth Bean,110.8
2025-09-01,Chittoor,Cowpea,100.46
2025-09-01,Chittoor,Cluster Bean,129.92
2025-09-01,Chittoor,Rice Bean,118.2
2025-09-01,Chittoor,Winged Bean,135.14
2025-09-01,Chittoor,Hyacinth Bean,125.77
2025-09-01,East Godavari,Toor Dal,148.22
2025-09-01,East Godavari,Moong Dal,136.93
2025-09-01,East Godavari,Urad Dal,121.05
2025-09-01,East Godavari,Chana Dal,90.29
2025-09-01,East Godavari,Masoor Dal,99.49
2025-09-01,East Godavari,Horse Gram,84.56
2025-09-01,East Godavari,Rajma,151.84
2025-09-01,East Godavari,Lobia,116.28
2025-09-01,East Godavari,Field Pea,90.6
2025-09-01,East Godavari,Moth Bean,116.2
2025-09-01,East Godavari,Cowpea,109.66
2025-09-01,East Godavari,Cluster Bean,131.23
2025-09-01,East Godavari,Rice Bean,124.93
2025-09-01,East Godavari,Winged Bean,130.79
2025-09-01,East Godavari,Hyacinth Bean,114.05
2025-09-01,Guntur,Toor Dal,124.48
2025-09-01,Guntur,Moong Dal,147.01
2025-09-01,Guntur,Urad Dal,134.11
2025-09-01,Guntur,Chana Dal,106.77
2025-09-01,Guntur,Masoor Dal,98.6
2025-09-01,Guntur,Horse Gram,95.23
2025-09-01,Guntur,Rajma,150.36
2025-09-01,Guntur,Lobia,104.68
2025-09-01,Guntur,Field Pea,99.66
2025-09-01,Guntur,Moth Bean,121.4
2025-09-01,Guntur,Cowpea,114.96
2025-09-01,Guntur,Cluster Bean,113.03
2025-09-01,Guntur,Rice Bean,108.91
2025-09-01,Guntur,Winged Bean,129.34
2025-09-01,Guntur,Hyacinth Bean,124.28
2025-09-01,Krishna,Toor Dal,144.17
2025-09-01,Krishna,Moong Dal,149.16
2025-09-01,Krishna,Urad Dal,131.78
2025-09-01,Krishna,Chana Dal,106.15
2025-09-01,Krishna,Masoor Dal,95.98
2025-09-01,Krishna,Horse Gram,94.18
2025-09-01,Krishna,Rajma,166.06
2025-09-01,Krishna,Lobia,109.87
2025-09-01,Krishna,Field Pea,93.44
2025-09-01,Krishna,Moth Bean,130.33
2025-09-01,Krishna,Cowpea,102.96
2025-09-01,Krishna,Cluster Bean,128.37
2025-09-01,Krishna,Rice Bean,132.63
2025-09-01,Krishna,Winged Bean,134.25
2025-09-01,Krishna,Hyacinth Bean,134.42
2025-09-01,Kurnool,Toor Dal,138.19
2025-09-01,Kurnool,Moong Dal,150.15
2025-09-01,Kurnool,Urad Dal,133.89
2025-09-01,Kurnool,Chana Dal,98.26
2025-09-01,Kurnool,Masoor Dal,102.17
2025-09-01,Kurnool,Horse Gram,101.4
2025-09-01,Kurnool,Rajma,152.23
2025-09-01,Kurnool,Lobia,131.38
2025-09-01,Kurnool,Field Pea,102.99
2025-09-01,Kurnool,Moth Bean,114.95
2025-09-01,Kurnool,Cowpea,112.35
2025-09-01,Kurnool,Cluster Bean,122.02
2025-09-01,Kurnool,Rice Bean,120.04
2025-09-01,Kurnool,Winged Bean,145.01
2025-09-01,Kurnool,Hyacinth Bean,114.42
2025-09-01,Prakasam,Toor Dal,156.97
2025-09-01,Prakasam,Moong Dal,137.76
2025-09-01,Prakasam,Urad Dal,129.75
2025-09-01,Prakasam,Chana Dal,106.7
2025-09-01,Prakasam,Masoor Dal,98.1
2025-09-01,Prakasam,Horse Gram,91.33
2025-09-01,Prakasam,Rajma,175.01
2025-09-01,Prakasam,Lobia,133.06
2025-09-01,Prakasam,Field Pea,106.12
2025-09-01,Prakasam,Moth Bean,128.21
2025-09-01,Prakasam,Cowpea,136.7
2025-09-01,Prakasam,Cluster Bean,138.43
2025-09-01,Prakasam,Rice Bean,132.5
2025-09-01,Prakasam,Winged Bean,146.29
2025-09-01,Prakasam,Hyacinth Bean,122.08
2025-09-01,SPSR Nellore,Toor Dal,148.06
2025-09-01,SPSR Nellore,Moong Dal,143.01
2025-09-01,SPSR Nellore,Urad Dal,140.46
2025-09-01,SPSR Nellore,Chana Dal,108.88
2025-09-01,SPSR Nellore,Masoor Dal,107.76
2025-09-01,SPSR Nellore,Horse Gram,103.97
2025-09-01,SPSR Nellore,Rajma,173.74
2025-09-01,SPSR Nellore,Lobia,140.6
2025-09-01,SPSR Nellore,Field Pea,121.28
2025-09-01,SPSR Nellore,Moth Bean,150.88
2025-09-01,SPSR Nellore,Cowpea,124.3
2025-09-01,SPSR Nellore,Cluster Bean,142.89
2025-09-01,SPSR Nellore,Rice Bean,135.75
2025-09-01,SPSR Nellore,Winged Bean,151.34
2025-09-01,SPSR Nellore,Hyacinth Bean,126.88
2025-09-01,Srikakulam,Toor Dal,135.74
2025-09-01,Srikakulam,Moong Dal,111.04
2025-09-01,Srikakulam,Urad Dal,120.87
2025-09-01,Srikakulam,Chana Dal,91.95
2025-09-01,Srikakulam,Masoor Dal,82.68
2025-09-01,Srikakulam,Horse Gram,83.5
2025-09-01,Srikakulam,Rajma,140.71
2025-09-01,Srikakulam,Lobia,107.51
2025-09-01,Srikakulam,Field Pea,94.44
2025-09-01,Srikakulam,Moth Bean,100.08
2025-09-01,Srikakulam,Cowpea,91.45
2025-09-01,Srikakulam,Cluster Bean,115.96
2025-09-01,Srikakulam,Rice Bean,111.28
2025-09-01,Srikakulam,Winged Bean,117.59
2025-09-01,Srikakulam,Hyacinth Bean,118.48
2025-09-01,Visakhapatnam,Toor Dal,159.4
2025-09-01,Visakhapatnam,Moong Dal,133.36
2025-09-01,Visakhapatnam,Urad Dal,144.99
2025-09-01,Visakhapatnam,Chana Dal,111.96
2025-09-01,Visakhapatnam,Masoor Dal,111.47
2025-09-01,Visakhapatnam,Horse Gram,88.24
2025-09-01,Visakhapatnam,Rajma,168.87
2025-09-01,Visakhapatnam,Lobia,109.17
2025-09-01,Visakhapatnam,Field Pea,96.42
2025-09-01,Visakhapatnam,Moth Bean,121.8
2025-09-01,Visakhapatnam,Cowpea,128.32
2025-09-01,Visakhapatnam,Cluster Bean,119.37
2025-09-01,Visakhapatnam,Rice Bean,118.2
2025-09-01,Visakhapatnam,Winged Bean,141.57
2025-09-01,Visakhapatnam,Hyacinth Bean,144.01
2025-09-01,Vizianagaram,Toor Dal,142.33
2025-09-01,Vizianagaram,Moong Dal,124.49
2025-09-01,Vizianagaram,Urad Dal,131.9
2025-09-01,Vizianagaram,Chana Dal,98.41
2025-09-01,Vizianagaram,Masoor Dal,112.89
2025-09-01,Vizianagaram,Horse Gram,83.29
2025-09-01,Vizianagaram,Rajma,147.25
2025-09-01,Vizianagaram,Lobia,116.82
2025-09-01,Vizianagaram,Field Pea,99.86
2025-09-01,Vizianagaram,Moth Bean,129.67
2025-09-01,Vizianagaram,Cowpea,125.95
2025-09-01,Vizianagaram,Cluster Bean,115.47
2025-09-01,Vizianagaram,Rice Bean,115.92
2025-09-01,Vizianagaram,Winged Bean,131.04
2025-09-01,Vizianagaram,Hyacinth Bean,122.87
2025-09-01,West Godavari,Toor Dal,156.33
2025-09-01,West Godavari,Moong Dal,135.16
2025-09-01,West Godavari,Urad Dal,153.59
2025-09-01,West Godavari,Chana Dal,111.22
2025-09-01,West Godavari,Masoor Dal,102.0
2025-09-01,West Godavari,Horse Gram,97.54
2025-09-01,West Godavari,Rajma,164.23
2025-09-01,West Godavari,Lobia,113.17
2025-09-01,West Godavari,Field Pea,116.74
2025-09-01,West Godavari,Moth Bean,121.66
2025-09-01,West Godavari,Cowpea,110.03
2025-09-01,West Godavari,Cluster Bean,124.14
2025-09-01,West Godavari,Rice Bean,118.22
2025-09-01,West Godavari,Winged Bean,163.39
2025-09-01,West Godavari,Hyacinth Bean,137.68
2025-09-01,YSR Kadapa,Toor Dal,141.28
2025-09-01,YSR Kadapa,Moong Dal,139.29
2025-09-01,YSR Kadapa,Urad Dal,131.38
2025-09-01,YSR Kadapa,Chana Dal,101.64
2025-09-01,YSR Kadapa,Masoor Dal,88.61
2025-09-01,YSR Kadapa,Horse Gram,98.08
2025-09-01,YSR Kadapa,Rajma,139.46
2025-09-01,YSR Kadapa,Lobia,103.46
2025-09-01,YSR Kadapa,Field Pea,96.44
2025-09-01,YSR Kadapa,Moth Bean,113.56
2025-09-01,YSR Kadapa,Cowpea,119.67
2025-09-01,YSR Kadapa,Cluster Bean,122.34
2025-09-01,YSR Kadapa,Rice Bean,105.89
2025-09-01,YSR Kadapa,Winged Bean,140.31
2025-09-01,YSR Kadapa,Hyacinth Bean,125.76
2025-09-01,Anakapalli,Toor Dal,117.53
2025-09-01,Anakapalli,Moong Dal,120.17
2025-09-01,Anakapalli,Urad Dal,116.39
2025-09-01,Anakapalli,Chana Dal,102.98
2025-09-01,Anakapalli,Masoor Dal,93.59
2025-09-01,Anakapalli,Horse Gram,88.75
2025-09-01,Anakapalli,Rajma,146.21
2025-09-01,Anakapalli,Lobia,115.17
2025-09-01,Anakapalli,Field Pea,102.49
2025-09-01,Anakapalli,Moth Bean,107.73
2025-09-01,Anakapalli,Cowpea,105.26
2025-09-01,Anakapalli,Cluster Bean,113.66
2025-09-01,Anakapalli,Rice Bean,112.79
2025-09-01,Anakapalli,Winged Bean,134.98
2025-09-01,Anakapalli,Hyacinth Bean,126.87
2025-09-01,Nandyal,Toor Dal,150.51
2025-09-01,Nandyal,Moong Dal,129.14
2025-09-01,Nandyal,Urad Dal,123.04
2025-09-01,Nandyal,Chana Dal,102.12
2025-09-01,Nandyal,Masoor Dal,94.94
2025-09-01,Nandyal,Horse Gram,102.52
2025-09-01,Nandyal,Rajma,160.46
2025-09-01,Nandyal,Lobia,123.82
2025-09-01,Nandyal,Field Pea,109.36
2025-09-01,Nandyal,Moth Bean,123.46
2025-09-01,Nandyal,Cowpea,115.21
2025-09-01,Nandyal,Cluster Bean,143.22
2025-09-01,Nandyal,Rice Bean,111.49
2025-09-01,Nandyal,Winged Bean,135.62
2025-09-01,Nandyal,Hyacinth Bean,140.28
2025-09-01,Bapatla,Toor Dal,143.29
2025-09-01,Bapatla,Moong Dal,157.01
2025-09-01,Bapatla,Urad Dal,150.32
2025-09-01,Bapatla,Chana Dal,120.84
2025-09-01,Bapatla,Masoor Dal,127.09
2025-09-01,Bapatla,Horse Gram,111.93
2025-09-01,Bapatla,Rajma,165.04
2025-09-01,Bapatla,Lobia,137.47
2025-09-01,Bapatla,Field Pea,96.38
2025-09-01,Bapatla,Moth Bean,141.06
2025-09-01,Bapatla,Cowpea,136.16
2025-09-01,Bapatla,Cluster Bean,148.76
2025-09-01,Bapatla,Rice Bean,126.73
2025-09-01,Bapatla,Winged Bean,146.49
2025-09-01,Bapatla,Hyacinth Bean,131.92
2025-09-01,Parvathipuram Manyam,Toor Dal,152.28
2025-09-01,Parvathipuram Manyam,Moong Dal,132.25
2025-09-01,Parvathipuram Manyam,Urad Dal,151.96
2025-09-01,Parvathipuram Manyam,Chana Dal,107.49
2025-09-01,Parvathipuram Manyam,Masoor Dal,115.75
2025-09-01,Parvathipuram Manyam,Horse Gram,95.23
2025-09-01,Parvathipuram Manyam,Rajma,150.7
2025-09-01,Parvathipuram Manyam,Lobia,122.3
2025-09-01,Parvathipuram Manyam,Field Pea,104.18
2025-09-01,Parvathipuram Manyam,Moth Bean,129.28
2025-09-01,Parvathipuram Manyam,Cowpea,107.33
2025-09-01,Parvathipuram Manyam,Cluster Bean,128.59
2025-09-01,Parvathipuram Manyam,Rice Bean,133.15
2025-09-01,Parvathipuram Manyam,Winged Bean,152.56
2025-09-01,Parvathipuram Manyam,Hyacinth Bean,137.63
2025-09-01,Eluru,Toor Dal,147.66
2025-09-01,Eluru,Moong Dal,146.47
2025-09-01,Eluru,Urad Dal,138.65
2025-09-01,Eluru,Chana Dal,98.77
2025-09-01,Eluru,Masoor Dal,116.97
2025-09-01,Eluru,Horse Gram,100.99
2025-09-01,Eluru,Rajma,146.75
2025-09-01,Eluru,Lobia,116.11
2025-09-01,Eluru,Field Pea,112.46
2025-09-01,Eluru,Moth Bean,130.73
2025-09-01,Eluru,Cowpea,116.52
2025-09-01,Eluru,Cluster Bean,134.27
2025-09-01,Eluru,Rice Bean,142.12
2025-09-01,Eluru,Winged Bean,147.38
2025-09-01,Eluru,Hyacinth Bean,137.96
2025-09-01,Palnadu,Toor Dal,157.48
2025-09-01,Palnadu,Moong Dal,160.43
2025-09-01,Palnadu,Urad Dal,161.81
2025-09-01,Palnadu,Chana Dal,133.33
2025-09-01,Palnadu,Masoor Dal,121.74
2025-09-01,Palnadu,Horse Gram,100.87
2025-09-01,Palnadu,Rajma,154.37
2025-09-01,Palnadu,Lobia,127.05
2025-09-01,Palnadu,Field Pea,95.85
2025-09-01,Palnadu,Moth Bean,124.87
2025-09-01,Palnadu,Cowpea,135.57
2025-09-01,Palnadu,Cluster Bean,130.15
2025-09-01,Palnadu,Rice Bean,130.37
2025-09-01,Palnadu,Winged Bean,149.24
2025-09-01,Palnadu,Hyacinth Bean,126.32
2025-09-01,Tirupati,Toor Dal,146.09
2025-09-01,Tirupati,Moong Dal,147.43
2025-09-01,Tirupati,Urad Dal,127.9
2025-09-01,Tirupati,Chana Dal,99.1
2025-09-01,Tirupati,Masoor Dal,104.05
2025-09-01,Tirupati,Horse Gram,96.45
2025-09-01,Tirupati,Rajma,144.19
2025-09-01,Tirupati,Lobia,116.33
2025-09-01,Tirupati,Field Pea,111.88
2025-09-01,Tirupati,Moth Bean,114.48
2025-09-01,Tirupati,Cowpea,117.24
2025-09-01,Tirupati,Cluster Bean,129.2
2025-09-01,Tirupati,Rice Bean,115.44
2025-09-01,Tirupati,Winged Bean,136.58
2025-09-01,Tirupati,Hyacinth Bean,122.98
2025-09-01,NTR,Toor Dal,138.37
2025-09-01,NTR,Moong Dal,151.35
2025-09-01,NTR,Urad Dal,133.99
2025-09-01,NTR,Chana Dal,122.19
2025-09-01,NTR,Masoor Dal,107.6
2025-09-01,NTR,Horse Gram,95.9
2025-09-01,NTR,Rajma,155.46
2025-09-01,NTR,Lobia,123.92
2025-09-01,NTR,Field Pea,89.43
2025-09-01,NTR,Moth Bean,115.96
2025-09-01,NTR,Cowpea,105.16
2025-09-01,NTR,Cluster Bean,128.69
2025-09-01,NTR,Rice Bean,123.31
2025-09-01,NTR,Winged Bean,152.01
2025-09-01,NTR,Hyacinth Bean,134.59
2025-09-01,Konaseema,Toor Dal,124.97
2025-09-01,Konaseema,Moong Dal,136.87
2025-09-01,Konaseema,Urad Dal,116.77
2025-09-01,Konaseema,Chana Dal,107.35
2025-09-01,Konaseema,Masoor Dal,91.4
2025-09-01,Konaseema,Horse Gram,87.83
2025-09-01,Konaseema,Rajma,156.59
2025-09-01,Konaseema,Lobia,100.34
2025-09-01,Konaseema,Field Pea,89.29
2025-09-01,Konaseema,Moth Bean,120.95
2025-09-01,Konaseema,Cowpea,117.26
2025-09-01,Konaseema,Cluster Bean,120.75
2025-09-01,Konaseema,Rice Bean,102.36
2025-09-01,Konaseema,Winged Bean,135.94
2025-09-01,Konaseema,Hyacinth Bean,132.53
2025-09-01,Kakinada,Toor Dal,165.38
2025-09-01,Kakinada,Moong Dal,159.05
2025-09-01,Kakinada,Urad Dal,142.27
2025-09-01,Kakinada,Chana Dal,113.29
2025-09-01,Kakinada,Masoor Dal,101.92
2025-09-01,Kakinada,Horse Gram,91.39
2025-09-01,Kakinada,Rajma,171.63
2025-09-01,Kakinada,Lobia,120.35
2025-09-01,Kakinada,Field Pea,98.6
2025-09-01,Kakinada,Moth Bean,141.22
2025-09-01,Kakinada,Cowpea,124.99
2025-09-01,Kakinada,Cluster Bean,152.61
2025-09-01,Kakinada,Rice Bean,124.92
2025-09-01,Kakinada,Winged Bean,155.66
2025-09-01,Kakinada,Hyacinth Bean,121.43
2025-09-01,Alluri Sitharama Raju,Toor Dal,139.69
2025-09-01,Alluri Sitharama Raju,Moong Dal,131.45
2025-09-01,Alluri Sitharama Raju,Urad Dal,131.27
2025-09-01,Alluri Sitharama Raju,Chana Dal,93.53
2025-09-01,Alluri Sitharama Raju,Masoor Dal,86.71
2025-09-01,Alluri Sitharama Raju,Horse Gram,75.44
2025-09-01,Alluri Sitharama Raju,Rajma,132.19
2025-09-01,Alluri Sitharama Raju,Lobia,116.89
2025-09-01,Alluri Sitharama Raju,Field Pea,86.93
2025-09-01,Alluri Sitharama Raju,Moth Bean,124.74
2025-09-01,Alluri Sitharama Raju,Cowpea,116.39
2025-09-01,Alluri Sitharama Raju,Cluster Bean,128.54
2025-09-01,Alluri Sitharama Raju,Rice Bean,119.14
2025-09-01,Alluri Sitharama Raju,Winged Bean,127.16
2025-09-01,Alluri Sitharama Raju,Hyacinth Bean,106.58
2025-09-01,Sri Sathya Sai,Toor Dal,141.86
2025-09-01,Sri Sathya Sai,Moong Dal,150.02
2025-09-01,Sri Sathya Sai,Urad Dal,124.03
2025-09-01,Sri Sathya Sai,Chana Dal,101.96
2025-09-01,Sri Sathya Sai,Masoor Dal,119.74
2025-09-01,Sri Sathya Sai,Horse Gram,87.68
2025-09-01,Sri Sathya Sai,Rajma,156.8
2025-09-01,Sri Sathya Sai,Lobia,124.41
2025-09-01,Sri Sathya Sai,Field Pea,97.07
2025-09-01,Sri Sathya Sai,Moth Bean,129.62
2025-09-01,Sri Sathya Sai,Cowpea,99.93
2025-09-01,Sri Sathya Sai,Cluster Bean,122.77
2025-09-01,Sri Sathya Sai,Rice Bean,127.73
2025-09-01,Sri Sathya Sai,Winged Bean,161.32
2025-09-01,Sri Sathya Sai,Hyacinth Bean,112.69
2025-09-01,Annamayya,Toor Dal,144.55
2025-09-01,Annamayya,Moong Dal,122.43
2025-09-01,Annamayya,Urad Dal,113.2
2025-09-01,Annamayya,Chana Dal,109.86
2025-09-01,Annamayya,Masoor Dal,109.57
2025-09-01,Annamayya,Horse Gram,97.03
2025-09-01,Annamayya,Rajma,142.0
2025-09-01,Annamayya,Lobia,101.99
2025-09-01,Annamayya,Field Pea,99.53
2025-09-01,Annamayya,Moth Bean,122.44
2025-09-01,Annamayya,Cowpea,96.44
2025-09-01,Annamayya,Cluster Bean,111.06
2025-09-01,Annamayya,Rice Bean,119.49
2025-09-01,Annamayya,Winged Bean,138.58
2025-09-01,Annamayya,Hyacinth Bean,107.04
2025-10-01,Anantapur,Toor Dal,133.28
2025-10-01,Anantapur,Moong Dal,133.14
2025-10-01,Anantapur,Urad Dal,113.14
2025-10-01,Anantapur,Chana Dal,105.99
2025-10-01,Anantapur,Masoor Dal,106.93
2025-10-01,Anantapur,Horse Gram,90.94
2025-10-01,Anantapur,Rajma,131.33
2025-10-01,Anantapur,Lobia,101.93
2025-10-01,Anantapur,Field Pea,81.01
2025-10-01,Anantapur,Moth Bean,116.97
2025-10-01,Anantapur,Cowpea,111.28
2025-10-01,Anantapur,Cluster Bean,128.09
2025-10-01,Anantapur,Rice Bean,109.8
2025-10-01,Anantapur,Winged Bean,133.65
2025-10-01,Anantapur,Hyacinth Bean,116.32
2025-10-01,Chittoor,Toor Dal,149.64
2025-10-01,Chittoor,Moong Dal,146.01
2025-10-01,Chittoor,Urad Dal,160.98
2025-10-01,Chittoor,Chana Dal,113.75
2025-10-01,Chittoor,Masoor Dal,109.1
2025-10-01,Chittoor,Horse Gram,110.58
2025-10-01,Chittoor,Rajma,153.23
2025-10-01,Chittoor,Lobia,114.6
2025-10-01,Chittoor,Field Pea,116.54
2025-10-01,Chittoor,Moth Bean,147.22
2025-10-01,Chittoor,Cowpea,127.21
2025-10-01,Chittoor,Cluster Bean,138.98
2025-10-01,Chittoor,Rice Bean,119.46
2025-10-01,Chittoor,Winged Bean,157.58
2025-10-01,Chittoor,Hyacinth Bean,148.03
